"case","stage","model","prescription","resultant","thetaIndex","theta","thetaDeg","value","unit","evidenceLevel"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",691,5.96074722622862,341.525658807212,-72.3521477776562,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",692,5.96946176895703,342.024965325936,-72.0117369166518,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",693,5.97817631168543,342.52427184466,-71.6794102422929,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",694,5.98689085441384,343.023578363384,-71.3552687039016,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",695,5.99560539714224,343.522884882108,-71.0394107644392,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",696,6.00431993987064,344.022191400832,-70.731932370597,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",697,6.01303448259905,344.521497919556,-70.4329269236507,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",698,6.02174902532745,345.02080443828,-70.1424852510888,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",699,6.03046356805586,345.520110957004,-69.8606955790217,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",700,6.03917811078426,346.019417475728,-69.5876435053821,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",701,6.04789265351267,346.518723994452,-69.3234119739234,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",702,6.05660719624107,347.018030513176,-69.068081249024,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",703,6.06532173896948,347.5173370319,-68.8217288913056,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",704,6.07403628169788,348.016643550624,-68.5844297340738,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",705,6.08275082442628,348.515950069348,-68.3562558605852,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",706,6.09146536715469,349.015256588072,-68.1372765821518,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",707,6.10017990988309,349.514563106796,-67.9275584170865,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",708,6.1088944526115,350.01386962552,-67.7271650704969,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",709,6.1176089953399,350.513176144244,-67.5361574149341,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",710,6.12632353806831,351.012482662968,-67.3545934719016,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",711,6.13503808079671,351.511789181692,-67.1825283942306,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",712,6.14375262352512,352.011095700416,-67.020014449326,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",713,6.15246716625352,352.51040221914,-66.8671010032901,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",714,6.16118170898192,353.009708737864,-66.7238345059263,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",715,6.16989625171033,353.509015256588,-66.5902584766293,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",716,6.17861079443873,354.008321775312,-66.466413491166,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",717,6.18732533716714,354.507628294036,-66.352337169349,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",718,6.19603987989554,355.00693481276,-66.2480641636101,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",719,6.20475442262395,355.506241331484,-66.1536261484732,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",720,6.21346896535235,356.005547850208,-66.0690518109332,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",721,6.22218350808075,356.504854368932,-65.9943668417415,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",722,6.23089805080916,357.004160887656,-65.9295939276026,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",723,6.23961259353756,357.50346740638,-65.8747527442821,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",724,6.24832713626597,358.002773925104,-65.8298599506301,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",725,6.25704167899437,358.502080443828,-65.7949291835209,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",726,6.26575622172278,359.001386962552,-65.7699710537105,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",727,6.27447076445118,359.500693481276,-65.7549931426135,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",0,0,0,21.6095245731444,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",1,0.00871454272840442,0.499306518723994,21.606241581876,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",2,0.0174290854568088,0.998613037447989,21.5963936053297,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",3,0.0261436281852133,1.49791955617198,21.5799836349794,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",4,0.0348581709136177,1.99722607489598,21.5570166556051,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",5,0.0435727136420221,2.49653259361997,21.5274996437789,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",6,0.0522872563704265,2.99583911234397,21.4914415657457,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",7,0.0610017990988309,3.49514563106796,21.4488533746993,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",8,0.0697163418272354,3.99445214979196,21.3997480074558,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",9,0.0784308845556398,4.49375866851595,21.3441403805232,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",10,0.0871454272840442,4.99306518723994,21.2820473855707,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",11,0.0958599700124486,5.49237170596394,21.2134878842974,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",12,0.104574512740853,5.99167822468793,21.1384827027028,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",13,0.113289055469257,6.49098474341193,21.0570546247606,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",14,0.122003598197662,6.99029126213592,20.9692283854979,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",15,0.130718140926066,7.48959778085992,20.8750306634812,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",16,0.139432683654471,7.98890429958391,20.7744900727125,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",17,0.148147226382875,8.4882108183079,20.6676371539378,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",18,0.15686176911128,8.9875173370319,20.5545043653691,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",19,0.165576311839684,9.4868238557559,20.4351260728252,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",20,0.174290854568088,9.98613037447989,20.3095385392927,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",21,0.183005397296493,10.4854368932039,20.17777991391,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",22,0.191719940024897,10.9847434119279,20.0398902203796,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",23,0.200434482753302,11.4840499306519,19.8959113448097,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",24,0.209149025481706,11.9833564493759,19.7458870229909,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",25,0.21786356821011,12.4826629680999,19.5898628271109,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",26,0.226578110938515,12.9819694868239,19.4278861519112,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",27,0.235292653666919,13.4812760055479,19.2600062002898,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",28,0.244007196395324,13.9805825242718,19.0862739683557,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",29,0.252721739123728,14.4798890429958,18.9067422299376,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",30,0.261436281852133,14.9791955617198,18.7214655205535,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",31,0.270150824580537,15.4785020804438,18.530500120844,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",32,0.278865367308941,15.9778085991678,18.3339040394769,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",33,0.287579910037346,16.4771151178918,18.1317369955256,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",34,0.29629445276575,16.9764216366158,17.9240604003291,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",35,0.305008995494155,17.4757281553398,17.7109373388368,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",36,0.313723538222559,17.9750346740638,17.4924325504459,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",37,0.322438080950964,18.4743411927878,17.2686124093355,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",38,0.331152623679368,18.9736477115118,17.0395449043046,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",39,0.339867166407772,19.4729542302358,16.8052996181196,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",40,0.348581709136177,19.9722607489598,16.5659477063772,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",41,0.357296251864581,20.4715672676838,16.3215618758898,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",42,0.366010794592986,20.9708737864078,16.0722163625998,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",43,0.37472533732139,21.4701803051318,15.8179869090295,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",44,0.383439880049794,21.9694868238558,15.5589507412728,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",45,0.392154422778199,22.4687933425798,15.2951865455365,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",46,0.400868965506603,22.9680998613037,15.0267744442388,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",47,0.409583508235008,23.4674063800277,14.7537959716702,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",48,0.418298050963412,23.9667128987517,14.4763340492265,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",49,0.427012593691816,24.4660194174757,14.1944729602201,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",50,0.435727136420221,24.9653259361997,13.9082983242778,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",51,0.444441679148625,25.4646324549237,13.6178970713325,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",52,0.45315622187703,25.9639389736477,13.3233574152164,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",53,0.461870764605434,26.4632454923717,13.0247688268656,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",54,0.470585307333839,26.9625520110957,12.722222007141,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",55,0.479299850062243,27.4618585298197,12.4158088592773,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",56,0.488014392790647,27.9611650485437,12.1056224609655,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",57,0.496728935519052,28.4604715672677,11.7917570360793,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",58,0.505443478247456,28.9597780859917,11.474307926053,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",59,0.514158020975861,29.4590846047157,11.1533715609203,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",60,0.522872563704265,29.9583911234397,10.8290454300222,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",61,0.53158710643267,30.4576976421637,10.5014280523928,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",62,0.540301649161074,30.9570041608877,10.1706189468331,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",63,0.549016191889478,31.4563106796117,9.83671860168008,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",64,0.557730734617883,31.9556171983356,9.49982844428244,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",65,0.566445277346287,32.4549237170596,9.16005081019,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",66,0.575159820074692,32.9542302357836,8.81748891206794,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",67,0.583874362803096,33.4535367545076,8.47224680834434,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",68,0.592588905531501,33.9528432732316,8.12442937160079,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",69,0.601303448259905,34.4521497919556,7.77414225671578,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",70,0.610017990988309,34.9514563106796,7.42149186877039,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",71,0.618732533716714,35.4507628294036,7.06658533072612,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",72,0.627447076445118,35.9500693481276,6.70953045088467,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",73,0.636161619173523,36.4493758668516,6.35043569013947,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",74,0.644876161901927,36.9486823855756,5.98941012902905,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",75,0.653590704630331,37.4479889042996,5.62656343460217,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",76,0.662305247358736,37.9472954230236,5.26200582710472,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",77,0.67101979008714,38.4466019417476,4.8958480464987,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",78,0.679734332815545,38.9459084604716,4.5282013188232,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",79,0.688448875543949,39.4452149791956,4.1591773224078,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",80,0.697163418272354,39.9445214979196,3.78888815394861,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",81,0.705877961000758,40.4438280166436,3.41744629445709,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",82,0.714592503729162,40.9431345353675,3.04496457509234,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",83,0.723307046457567,41.4424410540915,2.67155614288676,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",84,0.732021589185971,41.9417475728155,2.29733442637604,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",85,0.740736131914376,42.4410540915395,1.92241310114344,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",86,0.74945067464278,42.9403606102635,1.54690605528906,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",87,0.758165217371184,43.4396671289875,1.17092735483465,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",88,0.766879760099589,43.9389736477115,0.794591209074268,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",89,0.775594302827993,44.4382801664355,0.418011935881442,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",90,0.784308845556398,44.9375866851595,0.04130392698342,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",91,0.785398163397448,45,-0.0057879268556073,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",92,0.793023388284802,45.4368932038835,-0.335418386787124,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",93,0.801737931013207,45.9361997226075,-0.7120405702522,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",94,0.810452473741611,46.4355062413315,-1.08844821864992,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",95,0.819167016470015,46.9348127600555,-1.46452699238672,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",96,0.82788155919842,47.4341192787795,-1.84016265176974,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",97,0.836596101926824,47.9334257975035,-2.21524109170891,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",98,0.845310644655229,48.4327323162275,-2.58964837637813,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",99,0.854025187383633,48.9320388349515,-2.96327077382495,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",100,0.862739730112038,49.4313453536755,-3.33599479051851,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",101,0.871454272840442,49.9306518723995,-3.70770720582481,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",102,0.880168815568846,50.4299583911234,-4.07829510639933,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",103,0.888883358297251,50.9292649098474,-4.44764592048612,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",104,0.897597901025655,51.4285714285714,-4.8156474521132,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",105,0.90631244375406,51.9278779472954,-5.18218791517387,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",106,0.915026986482464,52.4271844660194,-5.54715596738333,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",107,0.923741529210868,52.9264909847434,-5.91044074410076,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",108,0.932456071939273,53.4257975034674,-6.27193189200601,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",109,0.941170614667677,53.9251040221914,-6.63151960262124,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",110,0.949885157396082,54.4244105409154,-6.98909464566681,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",111,0.958599700124486,54.9237170596394,-7.34454840224175,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",112,0.967314242852891,55.4230235783634,-7.69777289781834,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",113,0.976028785581295,55.9223300970874,-8.04866083504109,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",114,0.984743328309699,56.4216366158114,-8.39710562631993,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",115,0.993457871038104,56.9209431345354,-8.7430014262078,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",116,1.00217241376651,57.4202496532594,-9.08624316355289,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",117,1.01088695649491,57.9195561719834,-9.42672657341552,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",118,1.01960149922332,58.4188626907073,-9.76434822874032,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",119,1.02831604195172,58.9181692094313,-10.0990055717737,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",120,1.03703058468013,59.4174757281553,-10.4305969452174,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",121,1.04574512740853,59.9167822468793,-10.7590216231084,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",122,1.05445967013693,60.4160887656033,-11.084179841416,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",123,1.06317421286534,60.9153952843273,-11.4059728283466,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",124,1.07188875559374,61.4147018030513,-11.7243028343475,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",125,1.08060329832215,61.9140083217753,-12.0390731617991,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",126,1.08931784105055,62.4133148404993,-12.3501881943892,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",127,1.09803238377896,62.9126213592233,-12.6575534261571,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",128,1.10674692650736,63.4119278779473,-12.9610754902018,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",129,1.11546146923577,63.9112343966713,-13.2606621870432,"kN m/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","M",130,1.12417601196417,64.4105409153953,-13.5562225126295,"kN m/m","DE"
